"No.","Time","Source","Destination","Protocol","Length","Info","Type","Data rate"
"3200","1.143728","e4:18:94:f3:7a:97","47:fa:cf:a5:9b:bd","802.11","1378","QoS Data, SN=2888, FN=12, Flags=opm...F..","QoS Data","150"
"3201","1.143807","5d:9c:1e:84:6d:24","58:f2:9a:7c:7b:ed","802.11","1382","QoS Data, SN=2590, FN=4, Flags=.p....F..","QoS Data","150"
"3202","1.143882","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3203","1.144772","Htc_4b:ee:a1","Intel_80:00:00","802.11","275","QoS Data, SN=1168, FN=0, Flags=.p.....TC","QoS Data","351,351"
"3204","1.144850","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3205","1.144925","13:8b:1f:4a:49:52 (13:8b:1f:4a:49:52) (TA)","8c:0f:9b:bb:37:77 (8c:0f:9b:bb:37:77) (RA)","802.11","45","Request-to-send, Flags=.........","Request-to-send","24"
"3206","1.144999","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3207","1.145116","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3208","1.145188","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3209","1.145796","6b:d4:7b:f7:bd:6b","c9:1a:87:bd:2b:5c","802.11","1382","QoS Data, SN=3700, FN=4, Flags=opmPRMF..","QoS Data","150"
"3210","1.145872","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3211","1.146589","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:79:68 (8c:0f:6f:00:79:68) (RA)","802.11","57","802.11 Block Ack, Flags=.........","802.11 Block Ack","24"
"3212","1.146664","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3213","1.146749","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3214","1.146915","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3215","1.147544","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3216","1.147874","Apple_4a:49:9e (90:b2:1f:4a:49:9e) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack[Malformed Packet]","802.11 Block Ack","24"
"3217","1.147949","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3218","1.148683","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3219","1.148758","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3220","1.148831","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3221","1.148946","73:90:43:c4:48:99 (73:90:43:c4:48:99) (TA)","97:78:51:44:7b:c3 (97:78:51:44:7b:c3) (RA)","802.11","57","VHT NDP Announcement, Flags=..mP...T.","VHT NDP Announcement","24"
"3222","1.150397","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3223","1.150472","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3224","1.151090","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3225","1.151213","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3226","1.151332","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3227","1.152386","ArrisGro_80:9a:84","Broadcast","802.11","357","Beacon frame, SN=2234, FN=0, Flags=........C, BI=100, SSID=CARS","Beacon frame","6"
"3228","1.152553","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3229","1.152878","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3230","1.153170","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3231","1.153740","Pegatron_05:41:02","Broadcast","802.11","317","Beacon frame, SN=3184, FN=0, Flags=........., BI=100, SSID=Broadcast[Malformed Packet]","Beacon frame","6"
"3232","1.154132","Pegatron_05:41:04","Broadcast","802.11","274","Beacon frame, SN=1140, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"3233","1.154573","Pegatron_05:41:03","Broadcast","802.11","317","Beacon frame, SN=3158, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3234","1.154948","Intel_80:00:00","IPv6mcast_01","802.11","241","Data, SN=2761, FN=0, Flags=.p....F.C","Data","6"
"3235","1.155023","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3236","1.155097","IntelCor_b1:42:d4","Pegatron_44:31:70","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC","QoS Null function (No data)","6"
"3237","1.155213","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","6"
"3238","1.155945","Intel_80:00:00","Htc_4b:ee:a1","802.11","233","QoS Data, SN=2090, FN=0, Flags=.p....F.C","QoS Data","300,300"
"3239","1.156020","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3240","1.156094","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3241","1.156209","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3242","1.157660","de:2e:48:0f:c2:b5","Broadcast","802.11","347","Beacon frame, SN=917, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"3243","1.159151","5d:81:79:ec:5e:99","0a:46:a2:5e:72:6c","802.11","1017","Unrecognized (Reserved frame), SN=3940, FN=11, Flags=op..R..T.","0x0007","6"
"3244","1.159691","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1173","QoS Data, SN=2477, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3245","1.159766","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3246","1.159841","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3247","1.159985","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3248","1.160141","Htc_4b:ee:a1 (ad:37:43:4b:ee:a1) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3249","1.160291","","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3250","1.160373","Htc_4b:ee:a1","Intel_80:00:00","802.11","182","QoS Data, SN=1169, FN=0, Flags=.p..R..TC","QoS Data","216,216"
"3251","1.161701","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3252","1.162137","Pegatron_00:d1:f0","69:bb:da:d6:6a:c7","802.11","1378","Association Response, SN=1809, FN=0, Flags=o.m.R.F..[Malformed Packet]","Association Response","150"
"3253","1.162570","","","802.11","420","Fragmented IEEE 802.11 frame","0x003a","150"
"3254","1.162646","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3255","1.162720","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3256","1.162836","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3257","1.163579","","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3258","1.163672","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3259","1.164983","Htc_4b:ee:a1 (ad:37:43:4b:ee:a1) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3260","1.165057","","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3261","1.165131","Htc_4b:ee:a1","Intel_80:00:00","802.11","182","QoS Data, SN=1169, FN=0, Flags=.p..R..TC","QoS Data","351,351"
"3262","1.165202","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3263","1.165545","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1169","QoS Data, SN=2478, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3264","1.165802","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1173","QoS Data, SN=2479, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3265","1.165900","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3266","1.166711","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1169","QoS Data, SN=2480, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3267","1.166793","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","214","QoS Data, SN=2481, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3268","1.167833","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1169","QoS Data, SN=2478, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"3269","1.167961","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1169","QoS Data, SN=2479, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"3270","1.168102","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2482, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3271","1.168276","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3272","1.169231","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3273","1.169308","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3274","1.169381","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3275","1.169454","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3276","1.169810","Pegatron_00:d1:f0","Broadcast","802.11","321","Beacon frame, SN=3030, FN=0, Flags=........C, BI=100, SSID=virus","Beacon frame","6"
"3277","1.170325","Pegatron_00:d1:f1","Broadcast","802.11","317","Beacon frame, SN=2682, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3278","1.170830","Pegatron_00:d1:f2","Broadcast","802.11","317","Beacon frame, SN=2547, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3279","1.171118","Pegatron_00:d1:f4","Broadcast","802.11","274","Beacon frame, SN=1805, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"3280","1.171705","Pegatron_00:d1:f3","Broadcast","802.11","317","Beacon frame, SN=2516, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3281","1.171822","Apple_4a:49:52","IPv4mcast_7f:ff:fa","802.11","230","Data, SN=1957, FN=0, Flags=.p....F.C","Data","6"
"3282","1.172588","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3283","1.173115","ce:2e:48:80:9a:84","Broadcast","802.11","304","Beacon frame, SN=382, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"3284","1.173201","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (TA)","ArrisGro_80:9a:84 (bc:2e:48:80:9a:84) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3285","1.173905","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3286","1.174302","Pegatron_dd:4a:c0","Broadcast","802.11","326","Beacon frame, SN=2325, FN=0, Flags=........., BI=200, SSID=Marine-A50[Malformed Packet]","Beacon frame","6"
"3287","1.174377","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3288","1.174451","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3289","1.175533","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3290","1.175608","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3291","1.176258","ae:0d:f3:40:91:ca","05:df:7b:a1:4e:d3","802.11","1378","QoS Data, SN=2349, FN=6, Flags=.p..R.F..","QoS Data","150"
"3292","1.176338","23:79:ea:d9:cc:91","Apple_4a:49:92","802.11","1378","QoS Data, SN=2481, FN=5, Flags=.p..R.F..","QoS Data","150"
"3293","1.176412","07:cc:73:a9:bd:f0","Intel_80:00:00","802.11","1382","Acknowledgement (No data), SN=1870, FN=0, Flags=o.m..M.T.","Acknowledgement (No data)","150"
"3294","1.176487","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3295","1.176562","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3296","1.176685","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3297","1.176758","99:b2:1f:4a:49:52 (99:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:16 (8c:0f:6f:00:d1:16) (RA)","802.11","45","Request-to-send, Flags=.........","Request-to-send","24"
"3298","1.176832","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3299","1.176906","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3300","1.177119","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3301","1.177837","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3302","1.177913","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3303","1.178498","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3304","1.179486","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3305","1.179563","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3306","1.180587","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3307","1.180683","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3308","1.181422","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3309","1.181578","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3310","1.182749","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3311","1.182894","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3312","1.183000","Htc_4b:ee:a1","Intel_80:00:00","802.11","1139","QoS Data, SN=1170, FN=0, Flags=.p.....TC","QoS Data","351,351"
"3313","1.183099","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3314","1.183313","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"3315","1.184346","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3316","1.184421","e6:18:94:7d:30:07","90:52:57:75:21:a2","802.11","1378","QoS Data, SN=488, FN=5, Flags=.p..R.F..","QoS Data","150"
"3317","1.184493","ae:3b:fc:f3:fa:e9","a1:cd:cf:b0:d4:14","802.11","1378","QoS Data, SN=1147, FN=7, Flags=.p..R.F..","QoS Data","150"
"3318","1.185360","CapitolB_4c:91:de","Apple_4a:49:52","802.11","1382","QoS Data, SN=1254, FN=5, Flags=.p..R.F..","QoS Data","150"
"3319","1.185476","5f:5d:f1:fe:d1:b1 (5f:5d:f1:fe:d1:b1) (TA)","Pegatron_00:d1:c0 (8c:0f:6f:00:d1:c0) (RA)","802.11","57","802.11 Block Ack[Malformed Packet]","802.11 Block Ack","24"
"3320","1.186254","Pegatron_0a:b0:0a","Broadcast","802.11","317","Beacon frame, SN=3915, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3321","1.186371","Pegatron_0a:b0:0c","Broadcast","802.11","274","Beacon frame, SN=1347, FN=0, Flags=........., BI=100, SSID=xfinitywifi[Malformed Packet]","Beacon frame","6"
"3322","1.186492","Htc_4b:ee:a1","Intel_80:00:00","802.11","552","QoS Data, SN=1171, FN=0, Flags=.p..R..TC","QoS Data","216,216"
"3323","1.186567","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3324","1.186682","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","260","QoS Data, SN=2483, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"3325","1.186936","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3326","1.187012","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3327","1.187086","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3328","1.187709","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3329","1.187786","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3330","1.187860","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","260","QoS Data, SN=2483, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"3331","1.189150","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3332","1.189268","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3333","1.190166","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3334","1.190511","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=.........","802.11 Block Ack","24"
"3335","1.190586","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"3336","1.190661","","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"3337","1.190735","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"3338","1.190809","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3339","1.191953","Intel_80:00:00","Apple_4a:49:52","802.11","1382","QoS Data, SN=1939, FN=0, Flags=.p....F..","QoS Data","150"
"3340","1.192071","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (TA)","Apple_4a:49:52 (90:b2:1f:4a:49:52) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"3341","1.192146","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"3342","1.193182","Apple_4a:49:52 (90:b2:1f:4a:49:52) (TA)","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"3343","1.193633","32:86:8c:e9:ec:2c","Broadcast","802.11","347","Beacon frame, SN=2925, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"3344","1.194657","de:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2870, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"3345","1.194774","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"3346","1.194848","","Pegatron_00:d1:f0 (8c:0f:6f:00:d1:f0) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
